PI	sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss	Race	Abs_genetic_load
PI533938	PI533938_PI533938	-157815.5881084	15811	25%	-3.803711	Chr10	miss50	Durra	157815.5881084
PI533938	PI533938_PI533938	-74803.5667296001	6262	10%	-5.375	Chr10	miss50	Durra	74803.5667296001
PI533938	PI533938_PI533938	-40059.0389449001	3088	5%	-6.1035156	Chr10	miss50	Durra	40059.0389449001
PI533938	PI533938_PI533938	-8734.5167161	589	1%	-7.2773438	Chr10	miss50	Durra	8734.5167161
PI533939	PI533939_PI533939	-171180.2625635	17515	25%	-3.4990234	Chr01	miss50	Guinea	171180.2625635
PI533939	PI533939_PI533939	-82499.5508337999	6889	10%	-5.1816406	Chr01	miss50	Guinea	82499.5508337999
PI533939	PI533939_PI533939	-44706.4595325001	3410	5%	-5.9814453	Chr01	miss50	Guinea	44706.4595325001
PI533939	PI533939_PI533939	-10399.4977943	684	1%	-7.209961	Chr01	miss50	Guinea	10399.4977943
PI533939	PI533939_PI533939	-191435.7264749	20012	25%	-3.3007812	Chr02	miss50	Guinea	191435.7264749
PI533939	PI533939_PI533939	-97310.4392216	8277	10%	-4.9757812	Chr02	miss50	Guinea	97310.4392216
PI533939	PI533939_PI533939	-53699.2076622	4144	5%	-5.8046875	Chr02	miss50	Guinea	53699.2076622
PI533939	PI533939_PI533939	-12264.1949359	803	1%	-7.1015625	Chr02	miss50	Guinea	12264.1949359
PI533939	PI533939_PI533939	-68439.1098341999	7481	25%	-3.1981201	Chr03	miss50	Guinea	68439.1098341999
PI533939	PI533939_PI533939	-31270.854484	2704	10%	-4.8928223	Chr03	miss50	Guinea	31270.854484
PI533939	PI533939_PI533939	-16958.6464736	1325	5%	-5.73617855	Chr03	miss50	Guinea	16958.6464736
PI533939	PI533939_PI533939	-3836.5514492	257	1%	-7.045371144	Chr03	miss50	Guinea	3836.5514492
PI533939	PI533939_PI533939	-199039.1531162	21041	25%	-3.8300781	Chr04	miss50	Guinea	199039.1531162
PI533939	PI533939_PI533939	-94008.419692	8274	10%	-5.4033203	Chr04	miss50	Guinea	94008.419692
PI533939	PI533939_PI533939	-50706.7990835	4121	5%	-6.12265628	Chr04	miss50	Guinea	50706.7990835
PI533939	PI533939_PI533939	-11176.058596	796	1%	-7.2910156	Chr04	miss50	Guinea	11176.058596
PI533939	PI533939_PI533939	-191919.231860699	34048	25%	-3.6359863	Chr05	miss50	Guinea	191919.231860699
PI533939	PI533939_PI533939	-93672.9580336999	13878	10%	-5.276367	Chr05	miss50	Guinea	93672.9580336999
PI533939	PI533939_PI533939	-51418.1606671	6958	5%	-6.041992	Chr05	miss50	Guinea	51418.1606671
PI533939	PI533939_PI533939	-11895.0678543	1373	1%	-7.2558594	Chr05	miss50	Guinea	11895.0678543
PI533939	PI533939_PI533939	-25228.1799078	2499	25%	-3.9614258	Chr06	miss50	Guinea	25228.1799078
PI533939	PI533939_PI533939	-10069.2794421	820	10%	-5.501953	Chr06	miss50	Guinea	10069.2794421
PI533939	PI533939_PI533939	-5300.2955304	395	5%	-6.201172	Chr06	miss50	Guinea	5300.2955304
PI533939	PI533939_PI533939	-1545.4707038	99	1%	-7.3916016	Chr06	miss50	Guinea	1545.4707038
PI533939	PI533939_PI533939	-48164.7808993001	4946	25%	-3.703674325	Chr07	miss50	Guinea	48164.7808993001
PI533939	PI533939_PI533939	-21185.9734845	1761	10%	-5.3376465	Chr07	miss50	Guinea	21185.9734845
PI533939	PI533939_PI533939	-11314.2141134	864	5%	-6.0955322	Chr07	miss50	Guinea	11314.2141134
PI533939	PI533939_PI533939	-2561.3305695	172	1%	-7.3183594	Chr07	miss50	Guinea	2561.3305695
PI533939	PI533939_PI533939	-124543.5999154	13688	25%	-3.9101562	Chr08	miss50	Guinea	124543.5999154
PI533939	PI533939_PI533939	-57940.6507671	5268	10%	-5.44519045	Chr08	miss50	Guinea	57940.6507671
PI533939	PI533939_PI533939	-30689.7803463	2562	5%	-6.154297	Chr08	miss50	Guinea	30689.7803463
PI533939	PI533939_PI533939	-6456.6206062	461	1%	-7.34375	Chr08	miss50	Guinea	6456.6206062
PI533939	PI533939_PI533939	-128643.4929309	12632	25%	-3.75	Chr09	miss50	Guinea	128643.4929309
PI533939	PI533939_PI533939	-61385.4021698	4998	10%	-5.33116459	Chr09	miss50	Guinea	61385.4021698
PI533939	PI533939_PI533939	-33964.9915744	2539	5%	-6.0703125	Chr09	miss50	Guinea	33964.9915744
PI533939	PI533939_PI533939	-7664.3491156	493	1%	-7.2578125	Chr09	miss50	Guinea	7664.3491156
PI533939	PI533939_PI533939	-166195.7800462	16069	25%	-3.803711	Chr10	miss50	Guinea	166195.7800462
PI533939	PI533939_PI533939	-77848.0230165002	6281	10%	-5.375	Chr10	miss50	Guinea	77848.0230165002
PI533939	PI533939_PI533939	-41114.6088313	3042	5%	-6.1035156	Chr10	miss50	Guinea	41114.6088313
PI533939	PI533939_PI533939	-8799.359388	561	1%	-7.2773438	Chr10	miss50	Guinea	8799.359388
PI533940	PI533940_PI533940	-154221.1764321	15562	25%	-3.4990234	Chr01	miss50	Durra	154221.1764321
PI533940	PI533940_PI533940	-74017.2018238999	6077	10%	-5.1816406	Chr01	miss50	Durra	74017.2018238999
PI533940	PI533940_PI533940	-40191.6101124	3010	5%	-5.9814453	Chr01	miss50	Durra	40191.6101124
PI533940	PI533940_PI533940	-9004.3181115	581	1%	-7.209961	Chr01	miss50	Durra	9004.3181115
PI533940	PI533940_PI533940	-204869.4940412	21423	25%	-3.3007812	Chr02	miss50	Durra	204869.4940412
PI533940	PI533940_PI533940	-103343.6624833	8787	10%	-4.9757812	Chr02	miss50	Durra	103343.6624833
PI533940	PI533940_PI533940	-57299.4203786	4418	5%	-5.8046875	Chr02	miss50	Durra	57299.4203786
PI533940	PI533940_PI533940	-12960.2112855	850	1%	-7.1015625	Chr02	miss50	Durra	12960.2112855
PI533940	PI533940_PI533940	-74544.9094474998	8122	25%	-3.1981201	Chr03	miss50	Durra	74544.9094474998
PI533940	PI533940_PI533940	-33743.40936	2889	10%	-4.8928223	Chr03	miss50	Durra	33743.40936
PI533940	PI533940_PI533940	-18674.6118183	1448	5%	-5.73617855	Chr03	miss50	Durra	18674.6118183
PI533940	PI533940_PI533940	-4038.8613361	265	1%	-7.045371144	Chr03	miss50	Durra	4038.8613361
PI533940	PI533940_PI533940	-202987.360304801	19780	25%	-3.8300781	Chr04	miss50	Durra	202987.360304801
PI533940	PI533940_PI533940	-96640.4715288001	7869	10%	-5.4033203	Chr04	miss50	Durra	96640.4715288001
PI533940	PI533940_PI533940	-52300.6995298	3918	5%	-6.12265628	Chr04	miss50	Durra	52300.6995298
PI533940	PI533940_PI533940	-11925.3906259	778	1%	-7.2910156	Chr04	miss50	Durra	11925.3906259
PI533940	PI533940_PI533940	-143232.7588173	14357	25%	-3.6359863	Chr05	miss50	Durra	143232.7588173
PI533940	PI533940_PI533940	-67742.4040419001	5581	10%	-5.276367	Chr05	miss50	Durra	67742.4040419001
PI533940	PI533940_PI533940	-36971.4695362	2795	5%	-6.041992	Chr05	miss50	Durra	36971.4695362
PI533940	PI533940_PI533940	-8396.21532889999	543	1%	-7.2558594	Chr05	miss50	Durra	8396.21532889999
PI533940	PI533940_PI533940	-90972.0473412002	8812	25%	-3.9614258	Chr06	miss50	Durra	90972.0473412002
PI533940	PI533940_PI533940	-40426.0920243	3269	10%	-5.501953	Chr06	miss50	Durra	40426.0920243
PI533940	PI533940_PI533940	-21793.6983711	1626	5%	-6.201172	Chr06	miss50	Durra	21793.6983711
PI533940	PI533940_PI533940	-4969.4504502	320	1%	-7.3916016	Chr06	miss50	Durra	4969.4504502
PI533940	PI533940_PI533940	-28306.3349529001	2835	25%	-3.703674325	Chr07	miss50	Durra	28306.3349529001
PI533940	PI533940_PI533940	-12587.5717706	1023	10%	-5.3376465	Chr07	miss50	Durra	12587.5717706
PI533940	PI533940_PI533940	-6739.0986211	499	5%	-6.0955322	Chr07	miss50	Durra	6739.0986211
PI533940	PI533940_PI533940	-1912.151849	122	1%	-7.3183594	Chr07	miss50	Durra	1912.151849
PI533940	PI533940_PI533940	-117083.3053243	11179	25%	-3.9101562	Chr08	miss50	Durra	117083.3053243
PI533940	PI533940_PI533940	-54089.7686816	4329	10%	-5.44519045	Chr08	miss50	Durra	54089.7686816
PI533940	PI533940_PI533940	-29072.0170976	2145	5%	-6.154297	Chr08	miss50	Durra	29072.0170976
PI533940	PI533940_PI533940	-5986.344239	379	1%	-7.34375	Chr08	miss50	Durra	5986.344239
PI533940	PI533940_PI533940	-152508.0421972	14857	25%	-3.75	Chr09	miss50	Durra	152508.0421972
PI533940	PI533940_PI533940	-74709.3666423	6087	10%	-5.33116459	Chr09	miss50	Durra	74709.3666423
PI533940	PI533940_PI533940	-40613.8959351	3037	5%	-6.0703125	Chr09	miss50	Durra	40613.8959351
PI533940	PI533940_PI533940	-9030.27148350001	585	1%	-7.2578125	Chr09	miss50	Durra	9030.27148350001
PI533940	PI533940_PI533940	-183043.3514702	17912	25%	-3.803711	Chr10	miss50	Durra	183043.3514702
PI533940	PI533940_PI533940	-89199.8014826002	7315	10%	-5.375	Chr10	miss50	Durra	89199.8014826002
PI533940	PI533940_PI533940	-48147.9737818	3634	5%	-6.1035156	Chr10	miss50	Durra	48147.9737818
PI533940	PI533940_PI533940	-10656.7519674	695	1%	-7.2773438	Chr10	miss50	Durra	10656.7519674
PI533943	PI533943_PI533943	-186554.404922601	19329	25%	-3.4990234	Chr01	miss50	Bicolor	186554.404922601
PI533943	PI533943_PI533943	-90998.3538895001	7698	10%	-5.1816406	Chr01	miss50	Bicolor	90998.3538895001
PI533943	PI533943_PI533943	-49342.0866313	3815	5%	-5.9814453	Chr01	miss50	Bicolor	49342.0866313
PI533943	PI533943_PI533943	-11246.6672431	750	1%	-7.209961	Chr01	miss50	Bicolor	11246.6672431
PI533943	PI533943_PI533943	-212340.344319499	22834	25%	-3.3007812	Chr02	miss50	Bicolor	212340.344319499
PI533943	PI533943_PI533943	-106759.5357656	9310	10%	-4.9757812	Chr02	miss50	Bicolor	106759.5357656
PI533943	PI533943_PI533943	-59033.7761572	4678	5%	-5.8046875	Chr02	miss50	Bicolor	59033.7761572
PI533943	PI533943_PI533943	-13399.1636866	903	1%	-7.1015625	Chr02	miss50	Bicolor	13399.1636866
PI533943	PI533943_PI533943	-72303.4829358	8087	25%	-3.1981201	Chr03	miss50	Bicolor	72303.4829358
PI533943	PI533943_PI533943	-32035.5258581	2818	10%	-4.8928223	Chr03	miss50	Bicolor	32035.5258581
PI533943	PI533943_PI533943	-17154.687372	1358	5%	-5.73617855	Chr03	miss50	Bicolor	17154.687372
PI533943	PI533943_PI533943	-4020.9707002	268	1%	-7.045371144	Chr03	miss50	Bicolor	4020.9707002
PI533943	PI533943_PI533943	-196285.533146901	19515	25%	-3.8300781	Chr04	miss50	Bicolor	196285.533146901
PI533943	PI533943_PI533943	-93033.0148110001	7738	10%	-5.4033203	Chr04	miss50	Bicolor	93033.0148110001
PI533943	PI533943_PI533943	-50512.2323669	3863	5%	-6.12265628	Chr04	miss50	Bicolor	50512.2323669
PI533943	PI533943_PI533943	-11619.6215821	772	1%	-7.2910156	Chr04	miss50	Bicolor	11619.6215821
PI533943	PI533943_PI533943	-273905.553761099	27590	25%	-3.6359863	Chr05	miss50	Bicolor	273905.553761099
PI533943	PI533943_PI533943	-136486.6242868	11413	10%	-5.276367	Chr05	miss50	Bicolor	136486.6242868
PI533943	PI533943_PI533943	-75215.8909659001	5783	5%	-6.041992	Chr05	miss50	Bicolor	75215.8909659001
PI533943	PI533943_PI533943	-16977.9106232	1133	1%	-7.2558594	Chr05	miss50	Bicolor	16977.9106232
PI533943	PI533943_PI533943	-24578.015403	2502	25%	-3.9614258	Chr06	miss50	Bicolor	24578.015403
PI533943	PI533943_PI533943	-9991.96899069999	834	10%	-5.501953	Chr06	miss50	Bicolor	9991.96899069999
PI533943	PI533943_PI533943	-5285.3366683	407	5%	-6.201172	Chr06	miss50	Bicolor	5285.3366683
PI533943	PI533943_PI533943	-1413.3847649	93	1%	-7.3916016	Chr06	miss50	Bicolor	1413.3847649
PI533943	PI533943_PI533943	-37802.7152158001	3822	25%	-3.703674325	Chr07	miss50	Bicolor	37802.7152158001
PI533943	PI533943_PI533943	-16489.9957186	1350	10%	-5.3376465	Chr07	miss50	Bicolor	16489.9957186
PI533943	PI533943_PI533943	-8888.68285640001	657	5%	-6.0955322	Chr07	miss50	Bicolor	8888.68285640001
PI533943	PI533943_PI533943	-2253.7968696	142	1%	-7.3183594	Chr07	miss50	Bicolor	2253.7968696
PI533943	PI533943_PI533943	-160019.9872632	15595	25%	-3.9101562	Chr08	miss50	Bicolor	160019.9872632
PI533943	PI533943_PI533943	-76663.0314797	6285	10%	-5.44519045	Chr08	miss50	Bicolor	76663.0314797
PI533943	PI533943_PI533943	-41486.4993878	3131	5%	-6.154297	Chr08	miss50	Bicolor	41486.4993878
PI533943	PI533943_PI533943	-9545.4521435	632	1%	-7.34375	Chr08	miss50	Bicolor	9545.4521435
PI533943	PI533943_PI533943	-149022.2825059	14746	25%	-3.75	Chr09	miss50	Bicolor	149022.2825059
PI533943	PI533943_PI533943	-72743.7016799999	6003	10%	-5.33116459	Chr09	miss50	Bicolor	72743.7016799999
PI533943	PI533943_PI533943	-40111.5856269	3053	5%	-6.0703125	Chr09	miss50	Bicolor	40111.5856269
PI533943	PI533943_PI533943	-9477.35497130001	626	1%	-7.2578125	Chr09	miss50	Bicolor	9477.35497130001
PI533943	PI533943_PI533943	-158751.3653186	15675	25%	-3.803711	Chr10	miss50	Bicolor	158751.3653186
PI533943	PI533943_PI533943	-73767.321462	6072	10%	-5.375	Chr10	miss50	Bicolor	73767.321462
PI533943	PI533943_PI533943	-38024.5670969	2868	5%	-6.1035156	Chr10	miss50	Bicolor	38024.5670969
PI533943	PI533943_PI533943	-8539.3029507	559	1%	-7.2773438	Chr10	miss50	Bicolor	8539.3029507
PI533948	PI533948_PI533948	-153092.1316171	15378	25%	-3.4990234	Chr01	miss50	Durra	153092.1316171
PI533948	PI533948_PI533948	-74061.1676385999	6065	10%	-5.1816406	Chr01	miss50	Durra	74061.1676385999
PI533948	PI533948_PI533948	-40157.8079819	3003	5%	-5.9814453	Chr01	miss50	Durra	40157.8079819
PI533948	PI533948_PI533948	-8876.6799274	571	1%	-7.209961	Chr01	miss50	Durra	8876.6799274
PI533948	PI533948_PI533948	-90671.1446870002	9656	25%	-3.3007812	Chr02	miss50	Durra	90671.1446870002
PI533948	PI533948_PI533948	-40543.5878066999	3437	10%	-4.9757812	Chr02	miss50	Durra	40543.5878066999
PI533948	PI533948_PI533948	-21607.8319048	1657	5%	-5.8046875	Chr02	miss50	Durra	21607.8319048
PI533948	PI533948_PI533948	-5090.4931639	333	1%	-7.1015625	Chr02	miss50	Durra	5090.4931639
PI533948	PI533948_PI533948	-76429.7961483999	8256	25%	-3.1981201	Chr03	miss50	Durra	76429.7961483999
PI533948	PI533948_PI533948	-35053.9833363001	2978	10%	-4.8928223	Chr03	miss50	Durra	35053.9833363001
PI533948	PI533948_PI533948	-19517.0836218	1502	5%	-5.73617855	Chr03	miss50	Durra	19517.0836218
PI533948	PI533948_PI533948	-4598.7939512	298	1%	-7.045371144	Chr03	miss50	Durra	4598.7939512
PI533948	PI533948_PI533948	-209697.168704	20060	25%	-3.8300781	Chr04	miss50	Durra	209697.168704
PI533948	PI533948_PI533948	-98973.5832602	7900	10%	-5.4033203	Chr04	miss50	Durra	98973.5832602
PI533948	PI533948_PI533948	-53836.7921253	3951	5%	-6.12265628	Chr04	miss50	Durra	53836.7921253
PI533948	PI533948_PI533948	-11845.4390953	751	1%	-7.2910156	Chr04	miss50	Durra	11845.4390953
PI533948	PI533948_PI533948	-279492.987328099	27559	25%	-3.6359863	Chr05	miss50	Durra	279492.987328099
PI533948	PI533948_PI533948	-139038.8160902	11373	10%	-5.276367	Chr05	miss50	Durra	139038.8160902
PI533948	PI533948_PI533948	-76375.7756145001	5732	5%	-6.041992	Chr05	miss50	Durra	76375.7756145001
PI533948	PI533948_PI533948	-17427.7123874	1131	1%	-7.2558594	Chr05	miss50	Durra	17427.7123874
PI533948	PI533948_PI533948	-29994.3823432	2914	25%	-3.9614258	Chr06	miss50	Durra	29994.3823432
PI533948	PI533948_PI533948	-12429.6017043	989	10%	-5.501953	Chr06	miss50	Durra	12429.6017043
PI533948	PI533948_PI533948	-6662.5685926	483	5%	-6.201172	Chr06	miss50	Durra	6662.5685926
PI533948	PI533948_PI533948	-1780.8120104	112	1%	-7.3916016	Chr06	miss50	Durra	1780.8120104
PI533948	PI533948_PI533948	-36413.3949260001	3617	25%	-3.703674325	Chr07	miss50	Durra	36413.3949260001
PI533948	PI533948_PI533948	-16238.0631668	1308	10%	-5.3376465	Chr07	miss50	Durra	16238.0631668
PI533948	PI533948_PI533948	-8846.75560960001	648	5%	-6.0955322	Chr07	miss50	Durra	8846.75560960001
PI533948	PI533948_PI533948	-2187.0683548	138	1%	-7.3183594	Chr07	miss50	Durra	2187.0683548
PI533948	PI533948_PI533948	-119846.3963134	11378	25%	-3.9101562	Chr08	miss50	Durra	119846.3963134
PI533948	PI533948_PI533948	-55592.2904086999	4424	10%	-5.44519045	Chr08	miss50	Durra	55592.2904086999
PI533948	PI533948_PI533948	-29543.9002157	2158	5%	-6.154297	Chr08	miss50	Durra	29543.9002157
PI533948	PI533948_PI533948	-6247.4291996	392	1%	-7.34375	Chr08	miss50	Durra	6247.4291996
PI533948	PI533948_PI533948	-156255.7933888	15161	25%	-3.75	Chr09	miss50	Durra	156255.7933888
PI533948	PI533948_PI533948	-76504.4971021001	6204	10%	-5.33116459	Chr09	miss50	Durra	76504.4971021001
PI533948	PI533948_PI533948	-41699.0431517	3103	5%	-6.0703125	Chr09	miss50	Durra	41699.0431517
PI533948	PI533948_PI533948	-9398.21191490001	606	1%	-7.2578125	Chr09	miss50	Durra	9398.21191490001
PI533948	PI533948_PI533948	-167183.3696229	16278	25%	-3.803711	Chr10	miss50	Durra	167183.3696229
PI533948	PI533948_PI533948	-79696.5478769001	6483	10%	-5.375	Chr10	miss50	Durra	79696.5478769001
PI533948	PI533948_PI533948	-43296.2128984001	3239	5%	-6.1035156	Chr10	miss50	Durra	43296.2128984001
PI533948	PI533948_PI533948	-9564.6723622	620	1%	-7.2773438	Chr10	miss50	Durra	9564.6723622
PI533949	PI533949_PI533949	-156950.4850415	16007	25%	-3.4990234	Chr01	miss50	Guinea	156950.4850415
PI533949	PI533949_PI533949	-77159.3099634999	6449	10%	-5.1816406	Chr01	miss50	Guinea	77159.3099634999
PI533949	PI533949_PI533949	-41096.0267302	3133	5%	-5.9814453	Chr01	miss50	Guinea	41096.0267302
PI533949	PI533949_PI533949	-9413.35448539999	620	1%	-7.209961	Chr01	miss50	Guinea	9413.35448539999
PI533949	PI533949_PI533949	-72581.0076522	7853	25%	-3.3007812	Chr02	miss50	Guinea	72581.0076522
PI533949	PI533949_PI533949	-33076.2285734	2844	10%	-4.9757812	Chr02	miss50	Guinea	33076.2285734
PI533949	PI533949_PI533949	-17265.3779242	1336	5%	-5.8046875	Chr02	miss50	Guinea	17265.3779242
PI533949	PI533949_PI533949	-4097.5200234	268	1%	-7.1015625	Chr02	miss50	Guinea	4097.5200234
PI533949	PI533949_PI533949	-73691.4471299999	8006	25%	-3.1981201	Chr03	miss50	Guinea	73691.4471299999
PI533949	PI533949_PI533949	-34448.4972201	2974	10%	-4.8928223	Chr03	miss50	Guinea	34448.4972201
PI533949	PI533949_PI533949	-18909.9327935	1482	5%	-5.73617855	Chr03	miss50	Guinea	18909.9327935
PI533949	PI533949_PI533949	-4197.2509787	281	1%	-7.045371144	Chr03	miss50	Guinea	4197.2509787
PI533949	PI533949_PI533949	-172665.4773345	16620	25%	-3.8300781	Chr04	miss50	Guinea	172665.4773345
PI533949	PI533949_PI533949	-81690.4044387	6563	10%	-5.4033203	Chr04	miss50	Guinea	81690.4044387
PI533949	PI533949_PI533949	-43931.9591089001	3241	5%	-6.12265628	Chr04	miss50	Guinea	43931.9591089001
PI533949	PI533949_PI533949	-9702.15039030001	620	1%	-7.2910156	Chr04	miss50	Guinea	9702.15039030001
PI533949	PI533949_PI533949	-140564.7403729	14095	25%	-3.6359863	Chr05	miss50	Guinea	140564.7403729
PI533949	PI533949_PI533949	-67522.1474261	5591	10%	-5.276367	Chr05	miss50	Guinea	67522.1474261
PI533949	PI533949_PI533949	-36045.4824803001	2722	5%	-6.041992	Chr05	miss50	Guinea	36045.4824803001
PI533949	PI533949_PI533949	-8238.6577133	534	1%	-7.2558594	Chr05	miss50	Guinea	8238.6577133
PI533949	PI533949_PI533949	-32641.8505136	3203	25%	-3.9614258	Chr06	miss50	Guinea	32641.8505136
PI533949	PI533949_PI533949	-13102.4026182	1051	10%	-5.501953	Chr06	miss50	Guinea	13102.4026182
PI533949	PI533949_PI533949	-7076.5759236	524	5%	-6.201172	Chr06	miss50	Guinea	7076.5759236
PI533949	PI533949_PI533949	-1614.1093772	101	1%	-7.3916016	Chr06	miss50	Guinea	1614.1093772
PI533949	PI533949_PI533949	-59896.4835779001	6002	25%	-3.703674325	Chr07	miss50	Guinea	59896.4835779001
PI533949	PI533949_PI533949	-26840.9879515	2190	10%	-5.3376465	Chr07	miss50	Guinea	26840.9879515
PI533949	PI533949_PI533949	-14586.1933692	1095	5%	-6.0955322	Chr07	miss50	Guinea	14586.1933692
PI533949	PI533949_PI533949	-3636.1279344	234	1%	-7.3183594	Chr07	miss50	Guinea	3636.1279344
PI533949	PI533949_PI533949	-141994.527694	13657	25%	-3.9101562	Chr08	miss50	Guinea	141994.527694
PI533949	PI533949_PI533949	-66557.3536608001	5388	10%	-5.44519045	Chr08	miss50	Guinea	66557.3536608001
PI533949	PI533949_PI533949	-35810.3558457	2672	5%	-6.154297	Chr08	miss50	Guinea	35810.3558457
PI533949	PI533949_PI533949	-8264.8671861	538	1%	-7.34375	Chr08	miss50	Guinea	8264.8671861
PI533949	PI533949_PI533949	-126408.3083687	12364	25%	-3.75	Chr09	miss50	Guinea	126408.3083687
PI533949	PI533949_PI533949	-61580.2632483	5022	10%	-5.33116459	Chr09	miss50	Guinea	61580.2632483
PI533949	PI533949_PI533949	-34061.9770456	2551	5%	-6.0703125	Chr09	miss50	Guinea	34061.9770456
PI533949	PI533949_PI533949	-7886.8398382	511	1%	-7.2578125	Chr09	miss50	Guinea	7886.8398382
PI533949	PI533949_PI533949	-174756.5325697	17019	25%	-3.803711	Chr10	miss50	Guinea	174756.5325697
PI533949	PI533949_PI533949	-84170.2563603	6835	10%	-5.375	Chr10	miss50	Guinea	84170.2563603
PI533949	PI533949_PI533949	-46901.9623275	3513	5%	-6.1035156	Chr10	miss50	Guinea	46901.9623275
PI533949	PI533949_PI533949	-11229.8941659	733	1%	-7.2773438	Chr10	miss50	Guinea	11229.8941659
PI533954	PI533954_PI533954	-188681.275299901	19357	25%	-3.4990234	Chr01	miss50	Durra	188681.275299901
PI533954	PI533954_PI533954	-91840.6595895001	7705	10%	-5.1816406	Chr01	miss50	Durra	91840.6595895001
PI533954	PI533954_PI533954	-50186.6569382001	3844	5%	-5.9814453	Chr01	miss50	Durra	50186.6569382001
PI533954	PI533954_PI533954	-11560.9388436	762	1%	-7.209961	Chr01	miss50	Durra	11560.9388436
PI533954	PI533954_PI533954	-73127.2550716	7979	25%	-3.3007812	Chr02	miss50	Durra	73127.2550716
PI533954	PI533954_PI533954	-31881.7864399	2739	10%	-4.9757812	Chr02	miss50	Durra	31881.7864399
PI533954	PI533954_PI533954	-17222.9840089	1334	5%	-5.8046875	Chr02	miss50	Durra	17222.9840089
PI533954	PI533954_PI533954	-4373.9145536	289	1%	-7.1015625	Chr02	miss50	Durra	4373.9145536
PI533954	PI533954_PI533954	-217550.806669601	23151	25%	-3.1981201	Chr03	miss50	Durra	217550.806669601
PI533954	PI533954_PI533954	-114820.4660112	9935	10%	-4.8928223	Chr03	miss50	Durra	114820.4660112
PI533954	PI533954_PI533954	-64182.0171039	5034	5%	-5.73617855	Chr03	miss50	Durra	64182.0171039
PI533954	PI533954_PI533954	-15586.4686365	1042	1%	-7.045371144	Chr03	miss50	Durra	15586.4686365
PI533954	PI533954_PI533954	-196958.5477567	18934	25%	-3.8300781	Chr04	miss50	Durra	196958.5477567
PI533954	PI533954_PI533954	-93211.9467198	7477	10%	-5.4033203	Chr04	miss50	Durra	93211.9467198
PI533954	PI533954_PI533954	-50320.197515	3708	5%	-6.12265628	Chr04	miss50	Durra	50320.197515
PI533954	PI533954_PI533954	-11171.2085005	712	1%	-7.2910156	Chr04	miss50	Durra	11171.2085005
PI533954	PI533954_PI533954	-271634.8193101	27095	25%	-3.6359863	Chr05	miss50	Durra	271634.8193101
PI533954	PI533954_PI533954	-134892.1331684	11164	10%	-5.276367	Chr05	miss50	Durra	134892.1331684
